"BallotID","raiford"
"AB-0830+10193",0
"AB-0830+10201",1
"AB-0830+10207",1
"AB-0830+10209",1
"AB-0830+10219",0
"AB-0830+10293",0
"AB-0830+10309",0
"AB-0830+10319",1
"AB-0830+10345",1
"AB-0830+10347",1
"AB-0830+10363",0
"AB-0830+10365",0
"AB-0830+10369",0
"AB-0830+10405",1
"AB-0830+10415",1
"AB-0830+10419",1
"AB-0830+10455",1
"AB-0830+10469",1
"AB-0830+10491",1
"AB-0830+10493",0
"AB-0830+10513",1
"AB-0830+10551",0
"AB-0830+10555",1
"AB-0830+10607",0
"AB-0830+10611",1
"AB-0830+10721",1
"AB-0831+10009",1
"AB-0831+10011",0
"AB-0831+10023",0
"AB-0831+10039",1
"AB-0831+10077",1
"AB-0831+10111",1
"AB-0831+10123",1
"AB-0831+10127",0
"AB-0831+10147",0
"AB-0831+10153",1
"AB-0831+10169",1
"AB-0831+10177",0
"AB-0831+10199",1
"AB-0831+10201",1
"AB-0831+10205",0
"AB-0831+10213",0
"AB-0831+10283",0
"AB-0831+10317",0
"AB-0831+10333",1
"AB-0831+10359",0
"AB-0831+10367",0
"AB-0831+10387",0
"AB-0831+10421",0
"AB-0831+10429",0
"AB-0831+10443",1
"AB-0831+10459",1
"AB-0831+10467",1
"AB-0831+10479",0
"AB-0831+10483",1
"AB-0831+10497",0
"AB-0831+10709",1
"AB-0831+10797",0
"AB-0832+10009",1
"AB-0832+10025",1
"AB-0832+10089",0
"AB-0832+10095",0
"AB-0832+10181",1
"AB-0832+10183",1
"AB-0832+10187",0
"AB-0832+10201",1
"AB-0832+10205",1
"AB-0832+10215",0
"AB-0832+10249",0
"AB-0832+10303",1
"AB-0832+10313",1
"AB-0833+10029",1
"AB-0833+10137",1
"AB-0833+10233",0
"AB-0833+10251",1
"AB-0833+10343",0
"AB-0833+10395",1
"AB-0833+10443",1
"AB-0833+10461",1
"AB-0833+10467",0
"AB-0833+10515",0
"AB-0833+10597",1
"AB-0833+10601",1
"AB-0833+10629",0
"AB-0833+10661",1
"AB-0833+10693",0
"AB-0833+10737",1
"AB-0833+10759",0
"AB-0833+10801",1
"AB-0834+10075",0
"AB-0834+10169",0
"AB-0834+10173",1
"AB-0834+10177",1
"AB-0834+10203",1
"AB-0834+10213",1
"AB-0834+10277",1
"AB-0834+10293",1
"AB-0834+10297",1
"AB-0834+10315",1
"AB-0834+10323",0
"AB-0834+10331",0
"AB-0834+10339",1
"AB-0834+10383",1
"AB-0834+10403",1
"AB-0834+10409",1
"AB-0834+10427",1
"AB-0834+10489",0
"AB-0834+10557",0
"AB-0834+10565",0
"AB-0834+10571",0
"AB-0834+10579",1
"AB-0834+10581",1
"AB-0834+10583",1
"AB-0834+10597",1
"AB-0834+10621",1
"AB-0834+10653",1
"AB-0834+10655",0
"AB-0834+10687",1
"AB-0834+10695",1
"AB-0834+10779",0
"AB-0835+10031",1
"AB-0835+10049",1
"AB-0835+10077",1
"AB-0835+10079",1
"AB-0835+10087",1
"AB-0835+10095",1
"AB-0835+10101",1
"AB-0835+10113",0
"AB-0835+10139",1
"AB-0835+10145",1
"AB-0835+10207",1
"AB-0835+10211",0
"AB-0835+10247",0
"AB-0835+10255",1
"AB-0835+10263",0
"AB-0835+10305",0
"AB-0835+10311",1
"AB-0835+10355",0
"AB-0835+10367",1
"AB-0835+10377",1
"AB-0835+10405",1
"AB-0835+10425",1
"AB-0835+10441",1
"AB-0835+10455",1
"AB-0835+10459",1
"AB-0835+10489",1
"AB-0835+10505",1
"AB-0835+10529",1
"AB-0835+10531",1
"AB-0835+10549",1
"AB-0835+10557",1
"AB-0835+10565",1
"AB-0835+10569",1
"AB-0835+10581",1
"AB-0835+10583",1
"AB-0835+10587",0
"AB-0835+10603",1
"AB-0835+10631",1
"AB-0835+10633",1
"AB-0835+10637",1
"AB-0835+10661",1
"AB-0835+10677",1
"AB-0835+10681",1
"AB-0835+10715",0
"AB-0835+10717",1
"AB-0835+10727",1
"AB-0835+10745",1
"AB-0835+10747",1
"AB-0835+10749",0
"AB-0835+10769",1
"AB-0835+10783",1
"AB-0835+10787",0
"AB-0835+10793",1
"AB-0836+10023",1
"AB-0836+10041",0
"AB-0836+10053",0
"AB-0836+10077",1
"AB-0836+10099",1
"AB-0836+10115",0
"AB-0836+10133",0
"AB-0836+10139",1
"AB-0836+10151",1
"AB-0836+10155",0
"AB-0836+10157",0
"AB-0836+10167",0
"AB-0836+10201",0
"AB-0836+10229",1
"AB-0836+10231",1
"AB-0836+10241",1
"AB-0836+10245",1
"AB-0836+10265",1
"AB-0836+10269",1
"AB-0836+10287",1
"AB-0836+10335",0
"AB-0836+10341",0
"AB-0836+10355",1
"AB-0836+10357",1
"AB-0836+10367",1
"AB-0836+10377",0
"AB-0836+10383",1
"AB-0836+10411",1
"AB-0836+10427",1
"AB-0836+10441",1
"AB-0836+10461",0
"AB-0836+10493",1
"AB-0836+10497",1
"AB-0836+10505",1
"AB-0836+10519",1
"AB-0836+10527",1
"AB-0837+10021",0
"AB-0837+10041",1
"AB-0837+10079",0
"AB-0837+10081",0
"AB-0837+10083",0
"AB-0837+10085",1
"AB-0837+10105",0
"AB-0837+10111",0
"AB-0837+10117",0
"AB-0837+10171",0
"AB-0837+10177",1
"AB-0837+10201",1
"AB-0837+10277",0
"AB-0837+10285",0
"AB-0837+10287",1
"AB-0837+10305",1
"AB-0837+10309",0
"AB-0837+10313",1
"AB-0837+10323",0
"AB-0837+10343",0
"AB-0837+10365",1
"AB-0837+10395",1
"AB-0837+10419",1
"AB-0837+10459",0
"AB-0837+10465",1
"AB-0837+10499",1
"AB-0837+10507",1
"AB-0837+10527",0
"AB-0837+10537",1
"AB-0837+10557",1
"AB-0837+10573",0
"AB-0837+10601",1
"AB-0837+10639",1
"AB-0837+10679",1
"AB-0837+10685",1
"AB-0837+10695",0
"AB-0837+10713",1
"AB-0837+10741",1
"AB-0837+10753",1
"AB-0837+10761",1
"AB-0837+10785",1
"AB-0837+10795",1
"AB-0837+10797",0
"AB-0837+10799",1
"AB-0838+10011",1
"AB-0838+10013",1
"AB-0838+10019",1
"AB-0838+10029",0
"AB-0838+10035",1
"AB-0838+10037",1
"AB-0838+10075",1
"AB-0838+10085",1
"AB-0838+10099",1
"AB-0838+10135",1
"AB-0838+10145",1
"AB-0838+10247",1
"AB-0838+10249",1
"AB-0838+10259",1
"AB-0838+10285",0
"AB-0838+10325",1
"AB-0838+10327",1
"AB-0838+10351",1
"AB-0838+10353",1
"AB-0838+10381",0
"AB-0838+10383",1
"AB-0838+10563",1
"AB-0838+10583",1
"AB-0838+10599",0
"AB-0838+10651",0
"AB-0838+10655",1
"AB-0838+10667",0
"AB-0838+10721",1
"AB-0838+10745",1
"AB-0838+10765",1
"AB-0838+10797",0
"AB-0839+10019",1
"AB-0839+10049",0
"AB-0839+10087",1
"AB-0839+10097",1
"AB-0839+10101",0
"AB-0839+10123",1
"AB-0839+10131",0
"AB-0839+10141",0
"AB-0839+10159",1
"AB-0839+10167",1
"AB-0839+10211",1
"AB-0839+10215",1
"AB-0839+10229",1
"AB-0839+10239",1
"AB-0839+10271",1
"AB-0839+10287",1
"AB-0839+10291",1
"AB-0839+10309",0
"AB-0839+10385",1
"AB-0839+10387",1
"AB-0839+10399",1
"AB-0839+10403",1
"AB-0839+10423",0
"AB-0839+10433",0
"AB-0839+10445",1
"AB-0839+10447",1
"AB-0839+10455",1
"AB-0839+10473",1
"AB-0839+10497",1
"AB-0839+10511",0
"AB-0839+10517",1
"AB-0839+10525",1
"AB-0839+10535",1
"AB-0839+10553",1
"AB-0839+10569",0
"AB-0839+10597",0
"AB-0839+10603",0
"AB-0839+10619",1
"AB-0839+10671",1
"AB-0839+10715",1
"AB-0839+10729",1
"AB-0839+10741",0
"AB-0839+10747",0
"AB-0840+10015",1
"AB-0840+10023",0
"AB-0840+10049",1
"AB-0840+10065",1
"AB-0840+10071",0
"AB-0840+10079",1
"AB-0840+10109",1
"AB-0840+10111",0
"AB-0840+10229",1
"AB-0840+10253",1
"AB-0840+10289",1
"AB-0840+10309",1
"AB-0840+10323",0
"AB-0840+10367",0
"AB-0840+10377",0
"AB-0840+10409",0
"AB-0840+10523",1
"AB-0840+10555",1
"AB-0840+10581",0
"AB-0840+10585",0
"AB-0840+10595",0
"AB-0840+10623",0
"AB-0840+10641",1
"AB-0840+10665",0
"AB-0840+10689",0
"AB-0840+10735",0
"AB-0840+10737",0
"AB-0840+10761",0
"AB-0840+10799",0
"AB-0841+10023",1
"AB-0841+10073",1
"AB-0841+10079",1
"AB-0841+10081",1
"AB-0841+10101",0
"AB-0841+10115",1
"AB-0841+10145",1
"AB-0841+10151",1
"AB-0841+10153",1
"AB-0841+10155",1
"AB-0841+10199",1
"AB-0841+10207",1
"AB-0841+10221",1
"AB-0841+10249",1
"AB-0841+10253",1
"AB-0841+10259",0
"AB-0841+10269",1
"AB-0841+10287",1
"AB-0841+10307",0
"AB-0841+10313",0
"AB-0841+10325",0
"AB-0841+10339",1
"AB-0841+10349",1
"AB-0841+10351",0
"AB-0841+10363",1
"AB-0841+10393",1
"AB-0841+10413",1
"AB-0841+10421",0
"AB-0841+10429",1
"AB-0841+10431",0
"AB-0841+10469",1
"AB-0841+10483",0
"AB-0841+10493",0
"AB-0841+10495",1
"AB-0841+10511",1
"AB-0841+10525",1
"AB-0841+10569",0
"AB-0841+10599",1
"AB-0841+10601",1
"AB-0841+10607",1
"AB-0841+10643",0
"AB-0841+10655",0
"AB-0841+10671",0
"AB-0841+10691",1
"AB-0841+10717",0
"AB-0841+10741",1
"AB-0841+10763",0
"AB-0841+10767",1
"AB-0841+10775",1
"AB-0841+10777",1
"AB-0842+10013",1
"AB-0842+10017",1
"AB-0842+10035",1
"AB-0842+10037",1
"AB-0842+10093",1
"AB-0842+10099",1
"AB-0842+10107",1
"AB-0842+10109",1
"AB-0842+10113",1
"AB-0842+10123",1
"AB-0842+10125",1
"AB-0842+10129",1
"AB-0842+10133",1
"AB-0842+10137",1
"AB-0842+10145",1
"AB-0842+10151",1
"AB-0842+10153",1
"AB-0842+10173",1
"AB-0842+10185",1
"AB-0842+10187",1
"AB-0842+10199",1
"AB-0842+10207",1
"AB-0842+10211",0
"AB-0842+10215",1
"AB-0842+10217",1
"AB-0842+10219",0
"AB-0842+10229",1
"AB-0842+10233",1
"AB-0842+10251",1
"AB-0842+10263",1
"AB-0842+10311",1
"AB-0842+10323",1
"AB-0842+10327",1
"AB-0842+10333",1
"AB-0842+10349",1
"AB-0842+10355",1
"AB-0842+10357",1
"AB-0842+10365",1
"AB-0842+10375",1
"AB-0842+10413",1
"AB-0842+10415",1
"AB-0842+10419",1
"AB-0842+10435",1
"AB-0842+10439",1
"AB-0842+10441",1
"AB-0842+10445",1
"AB-0842+10449",1
"AB-0842+10465",1
"AB-0842+10467",0
"AB-0842+10469",0
"AB-0842+10473",1
"AB-0842+10481",1
"AB-0842+10499",1
"AB-0842+10503",1
"AB-0842+10511",1
"AB-0842+10513",1
"AB-0842+10525",1
"AB-0842+10527",1
"AB-0842+10539",1
"AB-0842+10551",1
"AB-0842+10553",1
"AB-0842+10563",1
"AB-0842+10577",1
"AB-0842+10583",1
"AB-0842+10585",1
"AB-0842+10591",1
"AB-0842+10623",1
"AB-0842+10631",0
"AB-0842+10641",1
"AB-0842+10647",1
"AB-0842+10659",1
"AB-0842+10661",1
"AB-0842+10685",0
"AB-0842+10703",1
"AB-0842+10705",1
"AB-0842+10723",1
"AB-0842+10727",1
"AB-0842+10733",0
"AB-0842+10759",0
"AB-0842+10765",1
"AB-0842+10787",1
"AB-0843+10007",1
"AB-0843+10037",1
"AB-0843+10043",1
"AB-0843+10045",1
"AB-0843+10059",1
"AB-0843+10073",1
"AB-0843+10087",1
"AB-0843+10093",0
"AB-0843+10109",1
"AB-0843+10113",1
"AB-0843+10117",1
"AB-0843+10141",1
"AB-0843+10155",1
"AB-0843+10157",1
"AB-0843+10173",1
"AB-0843+10267",0
"AB-0843+10333",1
"AB-0843+10353",1
"AB-0843+10357",1
"AB-0843+10365",1
"AB-0843+10381",1
"AB-0843+10385",1
"AB-0843+10403",1
"AB-0843+10405",1
"AB-0843+10409",1
"AB-0843+10431",0
"AB-0843+10477",1
"AB-0843+10485",1
"AB-0843+10491",1
"AB-0843+10497",1
"AB-0843+10511",0
"AB-0843+10515",0
"AB-0843+10685",0
"AB-0843+10717",0
"AB-0843+10725",1
"AB-0843+10771",0
"AB-0843+10791",0
"AB-0844+10071",1
"AB-0844+10101",1
"AB-0844+10121",1
"AB-0844+10135",0
"AB-0844+10185",0
"AB-0844+10195",1
"AB-0844+10285",1
"AB-0844+10295",1
"AB-0844+10303",1
"AB-0844+10309",1
"AB-0844+10333",1
"AB-0844+10351",0
"AB-0844+10355",1
"AB-0844+10361",0
"AB-0844+10423",1
"AB-0844+10425",0
"AB-0844+10429",0
"AB-0844+10445",0
"AB-0844+10453",1
"AB-0844+10455",1
"AB-0844+10461",0
"AB-0844+10469",1
"AB-0844+10471",0
"AB-0844+10481",0
"AB-0844+10627",0
"AB-0844+10667",0
"AB-0844+10689",0
"AB-0844+10697",0
"AB-0844+10725",1
"AB-0844+10739",1
"AB-0844+10757",1
"AB-0844+10777",1
"AB-0845+10013",1
"AB-0845+10021",1
"AB-0845+10037",1
"AB-0845+10039",1
"AB-0845+10047",1
"AB-0845+10063",1
"AB-0845+10065",1
"AB-0845+10067",0
"AB-0845+10075",1
"AB-0845+10095",1
"AB-0845+10125",1
"AB-0845+10129",1
"AB-0845+10131",1
"AB-0845+10153",1
"AB-0845+10155",1
"AB-0845+10185",1
"AB-0845+10199",1
"AB-0845+10225",1
"AB-0845+10279",0
"AB-0845+10281",0
"AB-0845+10283",1
"AB-0845+10297",0
"AB-0845+10309",1
"AB-0845+10311",1
"AB-0845+10351",1
"AB-0845+10381",1
"AB-0845+10397",1
"AB-0845+10407",0
"AB-0845+10429",1
"AB-0845+10435",0
"AB-0845+10443",1
"AB-0845+10451",1
"AB-0845+10453",1
"AB-0845+10469",1
"AB-0845+10471",1
"AB-0845+10475",1
"AB-0845+10477",1
"AB-0845+10513",1
"AB-0845+10535",1
"AB-0845+10539",1
"AB-0845+10547",1
"AB-0845+10553",1
"AB-0845+10567",1
"AB-0845+10589",1
"AB-0845+10603",1
"AB-0845+10613",0
"AB-0845+10617",1
"AB-0845+10619",1
"AB-0845+10623",0
"AB-0845+10625",1
"AB-0845+10627",1
"AB-0845+10637",1
"AB-0845+10693",1
"AB-0845+10715",1
"AB-0845+10771",0
"AB-0845+10775",1
"AB-0845+10777",1
"AB-0845+10799",1
"AB-0846+10053",0
"AB-0846+10099",1
"AB-0846+10107",0
"AB-0846+10139",0
"AB-0846+10143",1
"AB-0846+10147",1
"AB-0846+10153",0
"AB-0846+10171",1
"AB-0846+10183",1
"AB-0846+10185",0
"AB-0846+10197",1
"AB-0846+10211",1
"AB-0846+10237",1
"AB-0846+10257",1
"AB-0846+10277",1
"AB-0846+10283",1
"AB-0846+10295",1
"AB-0846+10299",1
"AB-0846+10313",1
"AB-0846+10333",0
"AB-0846+10335",1
"AB-0846+10341",1
"AB-0846+10351",0
"AB-0846+10355",1
"AB-0846+10357",1
"AB-0846+10363",1
"AB-0846+10365",1
"AB-0846+10371",1
"AB-0846+10419",0
"AB-0846+10453",0
"AB-0846+10459",1
"AB-0846+10465",1
"AB-0846+10467",1
"AB-0846+10475",0
"AB-0846+10479",1
"AB-0846+10493",1
"AB-0846+10515",0
"AB-0846+10533",0
"AB-0846+10573",1
"AB-0846+10581",1
"AB-0846+10591",1
"AB-0846+10655",1
"AB-0846+10657",0
"AB-0846+10675",1
"AB-0846+10683",1
"AB-0846+10697",1
"AB-0846+10703",1
"AB-0846+10705",1
"AB-0846+10723",0
"AB-0846+10733",1
"AB-0846+10739",1
"AB-0846+10749",1
"AB-0846+10759",1
"AB-0846+10761",1
"AB-0846+10769",1
"AB-0846+10787",0
"AB-0846+10789",1
"AB-0847+10007",1
"AB-0847+10033",1
"AB-0847+10053",1
"AB-0847+10055",1
"AB-0847+10061",1
"AB-0847+10069",0
"AB-0847+10091",1
"AB-0847+10097",1
"AB-0847+10109",1
"AB-0847+10145",1
"AB-0847+10149",0
"AB-0847+10173",0
"AB-0847+10175",1
"AB-0847+10199",1
"AB-0847+10233",1
"AB-0847+10241",1
"AB-0847+10275",1
"AB-0847+10287",1
"AB-0847+10289",1
"AB-0847+10291",1
"AB-0847+10303",1
"AB-0847+10309",1
"AB-0847+10315",1
"AB-0847+10319",1
"AB-0847+10325",0
"AB-0847+10331",1
"AB-0847+10347",1
"AB-0847+10405",1
"AB-0847+10415",0
"AB-0847+10417",1
"AB-0847+10421",1
"AB-0847+10435",1
"AB-0847+10445",1
"AB-0847+10447",1
"AB-0847+10513",1
"AB-0847+10521",1
"AB-0847+10525",1
"AB-0847+10545",0
"AB-0847+10563",0
"AB-0847+10609",0
"AB-0847+10613",1
"AB-0847+10627",1
"AB-0847+10645",1
"AB-0847+10657",1
"AB-0847+10659",0
"AB-0847+10699",1
"AB-0847+10717",1
"AB-0847+10723",1
"AB-0847+10737",1
"AB-0847+10751",1
"AB-0847+10765",1
"AB-0847+10781",1
"AB-0847+10789",1
"AB-0848+10011",1
"AB-0848+10015",1
"AB-0848+10019",1
"AB-0848+10027",1
"AB-0848+10049",0
"AB-0848+10085",0
"AB-0848+10089",0
"AB-0848+10123",0
"AB-0848+10145",1
"AB-0848+10159",1
"AB-0848+10195",1
"AB-0848+10219",1
"AB-0848+10231",0
"AB-0848+10241",1
"AB-0848+10259",1
"AB-0848+10293",0
"AB-0848+10307",0
"AB-0848+10309",1
"AB-0848+10327",0
"AB-0848+10329",1
"AB-0848+10349",1
"AB-0848+10361",1
"AB-0848+10367",0
"AB-0848+10369",0
"AB-0848+10371",1
"AB-0848+10379",1
"AB-0848+10383",1
"AB-0848+10409",0
"AB-0848+10435",1
"AB-0848+10495",0
"AB-0848+10535",0
"AB-0848+10545",1
"AB-0848+10553",0
"AB-0848+10621",1
"AB-0848+10661",1
"AB-0848+10669",0
"AB-0848+10677",0
"AB-0848+10711",1
"AB-0848+10729",1
"AB-0848+10743",0
"AB-0848+10765",0
"AB-0848+10773",1
"AB-0848+10783",0
"AB-0848+10789",1
"AB-0848+10799",1
"AB-0848+10801",1
"AB-0849+10023",1
"AB-0849+10073",0
"AB-0849+10129",0
"AB-0849+10141",0
"AB-0849+10197",1
"AB-0849+10199",0
"AB-0849+10201",0
"AB-0849+10223",0
"AB-0849+10243",1
"AB-0849+10251",1
"AB-0849+10259",1
"AB-0849+10263",1
"AB-0849+10279",1
"AB-0849+10307",1
"AB-0849+10309",1
"AB-0849+10353",0
"AB-0850+10021",1
"AB-0850+10041",1
"AB-0850+10049",1
"AB-0850+10051",1
"AB-0850+10077",1
"AB-0850+10089",1
"AB-0850+10095",1
"AB-0850+10101",1
"AB-0850+10103",1
"AB-0850+10113",1
"AB-0850+10137",1
"AB-0850+10149",0
"AB-0850+10185",1
"AB-0850+10277",0
"AB-0850+10317",0
"AB-0850+10321",1
"AB-0850+10375",0
"AB-0850+10385",1
"AB-0850+10393",0
"AB-0850+10419",0
"AB-0850+10425",0
"AB-0850+10459",1
"AB-0850+10501",1
"AB-0850+10517",1
"AB-0850+10553",1
"AB-0850+10557",0
"AB-0850+10559",1
"AB-0850+10593",1
"AB-0850+10603",1
"AB-0850+10655",1
"AB-0850+10665",1
"AB-0850+10673",1
"AB-0850+10711",1
"AB-0850+10721",1
"AB-0850+10775",1
"AB-0850+10779",1
"AB-0850+10789",0
"AB-0851+10033",1
"AB-0851+10041",1
"AB-0851+10047",1
"AB-0851+10059",0
"AB-0851+10061",0
"AB-0851+10069",1
"AB-0851+10091",1
"AB-0851+10097",1
"AB-0851+10099",1
"AB-0851+10151",0
"AB-0851+10155",0
"AB-0851+10179",0
"AB-0851+10195",1
"AB-0851+10239",1
"AB-0851+10241",1
"AB-0851+10243",1
"AB-0851+10253",1
"AB-0851+10273",0
"AB-0851+10285",1
"AB-0851+10295",0
"AB-0851+10323",1
"AB-0851+10329",1
"AB-0851+10339",1
"AB-0851+10347",1
"AB-0851+10351",1
"AB-0851+10357",0
"AB-0851+10359",0
"AB-0851+10387",1
"AB-0851+10391",1
"AB-0851+10401",0
"AB-0851+10443",1
"AB-0851+10445",1
"AB-0851+10479",1
"AB-0851+10485",1
"AB-0851+10491",1
"AB-0851+10493",1
"AB-0851+10511",1
"AB-0851+10523",0
"AB-0851+10563",1
"AB-0851+10565",1
"AB-0851+10567",1
"AB-0851+10601",1
"AB-0851+10659",0
"AB-0851+10701",1
"AB-0851+10703",1
"AB-0851+10709",1
"AB-0851+10711",1
"AB-0851+10721",1
"AB-0851+10763",1
"AB-0851+10765",1
"AB-0851+10785",1
"AB-0852+10021",0
"AB-0852+10059",0
"AB-0852+10091",0
"AB-0852+10107",1
"AB-0852+10109",1
"AB-0852+10129",0
"AB-0852+10141",0
"AB-0852+10143",0
"AB-0852+10153",1
"AB-0852+10155",1
"AB-0852+10165",0
"AB-0852+10167",1
"AB-0852+10175",0
"AB-0852+10189",0
"AB-0852+10195",0
"AB-0852+10201",1
"AB-0852+10245",1
"AB-0852+10353",1
"AB-0852+10365",1
"AB-0852+10375",1
"AB-0852+10385",1
"AB-0852+10415",1
"AB-0852+10447",1
"AB-0852+10449",1
"AB-0852+10457",0
"AB-0852+10467",1
"AB-0852+10481",0
"AB-0852+10483",0
"AB-0852+10529",0
"AB-0852+10545",0
"AB-0852+10557",0
"AB-0852+10581",1
"AB-0852+10595",1
"AB-0852+10607",1
"AB-0852+10613",1
"AB-0852+10625",1
"AB-0852+10637",1
"AB-0852+10701",0
"AB-0852+10711",1
"AB-0852+10715",1
"AB-0852+10733",0
"AB-0852+10741",1
"AB-0852+10751",0
"AB-0852+10753",1
"AB-0852+10759",1
"AB-0852+10787",0
"AB-0852+10797",1
"AB-0852+10799",0
"AB-0853+10023",1
"AB-0853+10037",0
"AB-0853+10045",0
"AB-0853+10053",0
"AB-0853+10059",1
"AB-0853+10061",0
"AB-0853+10065",0
"AB-0853+10069",0
"AB-0853+10077",1
"AB-0853+10147",1
"AB-0853+10157",1
"AB-0853+10185",1
"AB-0853+10191",1
"AB-0853+10193",1
"AB-0853+10205",1
"AB-0853+10217",0
"AB-0853+10231",1
"AB-0853+10259",1
"AB-0853+10283",1
"AB-0853+10295",1
"AB-0853+10305",1
"AB-0853+10329",1
"AB-0853+10335",1
"AB-0853+10347",1
"AB-0853+10373",0
"AB-0853+10387",0
"AB-0853+10419",0
"AB-0853+10425",1
"AB-0853+10449",1
"AB-0853+10455",1
"AB-0853+10467",0
"AB-0853+10497",1
"AB-0853+10541",1
"AB-0853+10557",1
"AB-0853+10559",1
"AB-0853+10577",0
"AB-0853+10635",1
"AB-0853+10637",1
"AB-0853+10649",1
"AB-0853+10651",1
"AB-0853+10711",1
"AB-0853+10727",0
"AB-0853+10735",0
"AB-0853+10739",0
"AB-0853+10793",1
"AB-0853+10801",1
"AB-0854+10011",1
"AB-0854+10031",0
"AB-0854+10093",0
"AB-0854+10147",0
"AB-0854+10149",0
"AB-0854+10151",1
"AB-0854+10183",1
"AB-0854+10187",1
"AB-0854+10197",0
"AB-0854+10235",1
"AB-0854+10241",0
"AB-0855+10003",1
"AB-0855+10005",0
"AB-0855+10059",1
"AB-0855+10065",1
"AB-0855+10067",1
"AB-0855+10073",0
"AB-0855+10085",1
"AB-0855+10097",1
"AB-0855+10137",1
"AB-0855+10143",0
"AB-0855+10175",0
"AB-0855+10197",1
"AB-0855+10201",0
"AB-0855+10203",0
"AB-0855+10205",0
"AB-0855+10211",0
"AB-0855+10225",0
"AB-0855+10259",0
"AB-0855+10269",1
"AB-0855+10303",1
"AB-0855+10329",0
"AB-0855+10345",1
"AB-0855+10367",0
"AB-0855+10371",0
"AB-0855+10379",0
"AB-0855+10381",0
"AB-0856+10011",1
"AB-0856+10019",1
"AB-0856+10023",0
"AB-0856+10025",1
"AB-0856+10037",1
"AB-0856+10059",1
"AB-0856+10061",0
"AB-0856+10071",0
"AB-0856+10085",0
"AB-0856+10101",0
"AB-0856+10109",0
"AB-0856+10119",0
"AB-0856+10149",0
"AB-0856+10205",0
"AB-0856+10207",1
"AB-0856+10231",0
"AB-0856+10233",0
"AB-0856+10243",0
"AB-0856+10249",0
"AB-0856+10291",0
"AB-0856+10303",0
"AB-0856+10335",0
"AB-0856+10365",1
"AB-0856+10371",0
"AB-0856+10377",0
"AB-0856+10379",0
"AB-0856+10399",0
"AB-0856+10417",0
"AB-0856+10427",0
"AB-0856+10441",1
"AB-0856+10443",0
"AB-0856+10447",1
"AB-0856+10481",0
"AB-0857+10013",1
"AB-0857+10015",0
"AB-0857+10021",1
"AB-0857+10027",0
"AB-0857+10049",1
"AB-0857+10133",0
"AB-0857+10141",0
"AB-0857+10143",1
"AB-0857+10163",1
"AB-0857+10231",1
"AB-0857+10239",1
"AB-0857+10241",1
"AB-0857+10247",0
"AB-0857+10257",1
"AB-0857+10303",0
"AB-0857+10311",0
"AB-0857+10313",0
"AB-0857+10317",0
"AB-0857+10337",0
"AB-0857+10339",1
"AB-0857+10401",0
"AB-0857+10511",1
"AB-0857+10519",0
"AB-0857+10523",1
"AB-0857+10549",1
"AB-0857+10557",1
"AB-0857+10567",1
"AB-0857+10623",0
"AB-0857+10627",1
"AB-0857+10633",1
"AB-0857+10731",1
"AB-0857+10739",0
"AB-0857+10757",0
"AB-0857+10769",0
"AB-0857+10787",1
"AB-0857+10799",0
"AB-0858+10019",0
"AB-0858+10049",0
"AB-0858+10053",1
"AB-0858+10067",1
"AB-0858+10079",1
"AB-0858+10087",1
"AB-0858+10137",1
"AB-0858+10147",1
"AB-0858+10151",0
"AB-0858+10181",0
"AB-0858+10215",0
"AB-0858+10229",0
"AB-0858+10259",0
"AB-0858+10275",0
"AB-0858+10295",1
"AB-0858+10301",1
"AB-0858+10319",1
"AB-0858+10361",1
"AB-0858+10373",1
"AB-0858+10377",1
"AB-0858+10385",1
"AB-0858+10393",1
"AB-0858+10399",1
"AB-0858+10429",1
"AB-0858+10431",0
"AB-0858+10521",1
"AB-0858+10533",1
"AB-0858+10535",1
"AB-0858+10555",1
"AB-0858+10557",1
"AB-0858+10559",1
"AB-0858+10563",1
"AB-0858+10579",1
"AB-0858+10581",1
"AB-0858+10585",0
"AB-0858+10599",1
"AB-0858+10613",1
"AB-0858+10619",1
"AB-0858+10631",1
"AB-0858+10701",1
"AB-0858+10707",0
"AB-0858+10721",1
"AB-0858+10759",0
"AB-0858+10771",1
"AB-0858+10789",1
"AB-0859+10053",1
"AB-0859+10059",1
"AB-0859+10081",1
"AB-0859+10095",1
"AB-0859+10099",1
"AB-0859+10117",1
"AB-0859+10163",1
"AB-0859+10185",0
"AB-0859+10189",1
"AB-0859+10197",1
"AB-0859+10229",1
"AB-0859+10241",1
"AB-0859+10249",0
"AB-0859+10263",1
"AB-0859+10297",0
"AB-0859+10329",1
"AB-0859+10335",0
"AB-0859+10337",0
"AB-0859+10353",1
"AB-0859+10373",1
"AB-0859+10375",1
"AB-0859+10391",1
"AB-0859+10415",1
"AB-0859+10433",1
"AB-0859+10445",1
"AB-0859+10497",0
"AB-0859+10513",0
"AB-0859+10517",1
"AB-0859+10567",0
"AB-0859+10585",1
"AB-0859+10669",0
"AB-0859+10679",1
"AB-0859+10715",1
"AB-0859+10737",1
"AB-0859+10743",1
"AB-0859+10755",1
"AB-0859+10781",1
"AB-0859+10793",1
"AB-0859+10797",0
"AB-0860+10083",0
"AB-0860+10087",0
"AB-0860+10133",0
"AB-0860+10151",1
"AB-0860+10209",0
"AB-0860+10219",1
"AB-0860+10235",0
